text,label,label_name
 nhi mai kiu jao ap jany unka kam jany mai to kisi aur kam k lie gyi wo to muj sy mashwara manga tha unho ny to apka name suggest kr dia mainy 😂😂😂😂,1,Normal
your leader  is hijra that's why he is not living with his wife.,3,Sexism
 camp office kiya hota hai?,1,Normal
😂😂😂😂 is dfa ghr jay ga tu okay krwa li yeh wla scene  🤣🤣🤣,1,Normal
"jab tum nay ahmaq ko apna oper charnay ki ijazat di thi tab????? gandi orat,",3,Sexism
koi aurat tweet kry to thousands of thousands fav.  dety hain mard. r abhi bhi woh kahti hmy apny haqoq chahiy. r ktna haqoq leny hain 😇😉,1,Normal
 lol sana zabardast thi. maine season dekha hi uski wajah se tha.. baki sid bhi achha nahi lagta mujhe,1,Normal
  wah aya ap k pas r mubark mjy ho😟😂,1,Normal
    baby thoda time nikalke achhe se dekh,1,Normal
  interact ni krta tu han,1,Normal
we are supporting #islam and thank you #khalilurrahmanqamar for your beautiful comments against #gashti .  agar ye #aurat hoti to na me aesi zuban use krta aur na koi gairatmand #admi use krta.,3,Sexism
 jali na teri jali na😂😂,0,Abusive/Offensive
 ok me ja ra,1,Normal
yahoodi agent ki shakal dekhi he ak gadhe jesi shakkal ko aap chand se mila rahi hen salute krta hun aapki ghattiya soch ko😁😁😁,2,Religious Hate
madar chod. teri maa ki,0,Abusive/Offensive
mtlb ab se sims k functions ka allah hi hafiz ha 😂,1,Normal
 f😂😂😂 pta tha mjy,1,Normal
what will be the position of bakwas as he is an ahmadiya not considered to be a muslim in pakistan. a non-muslim cannot be an army chief.,0,Abusive/Offensive
abe chutiye suar 🐖...wo jab dawa kiya tha tab tera baap tha wo aur aaj jb tu bol rha tab antonio teri ammy aur powar tera baap h,0,Abusive/Offensive
phr tu bs thk ha thk krti 😜😜😜😜,1,Normal
bhosdiwale chachd tu pehle gsmr chod bhenchod,0,Abusive/Offensive
ye halala gang ko pata hi nahi hoga ki abbu kaun hai,2,Religious Hate
 bilkol theek kha ap ny,1,Normal
aap kaisi hain ?,1,Normal
tu ladka hai ya ladki hai ya pahle proof kar bad mein degree show karne ko bolna tu ek number ka hijra hai pahle apna dik photo dikha 😆😂😂😂,3,Sexism
na na zara b busy ni hoga 😂,1,Normal
 umar se pehle hi buddhe ho chuke hai😂,1,Normal
chup kar madarchod gashti ki nasl randi ki pedawar gandgiri ki malika gand pakar idhar apni,0,Abusive/Offensive
kanjar ka bacha ye do alag alag jahaz ki pics hain bharwaa rundi ki aoulad,0,Abusive/Offensive
sikh yahoodi qadianio ka yaar imran niazi no more,2,Religious Hate
bhenchod itne intellectual kahan se aa rhe tl pe,4,Profane/Untargeted
merey sey shadi ker bhi ley ab bharwe,0,Abusive/Offensive
 akelaa rehta hu,1,Normal
 uske youtube pe ja k kaho keh me krti hu ilaj,1,Normal
" iss pr thokney se thok khrab ho jaye, ye bazari aurat ki tra issi qism k alzam lga sacti.",3,Sexism
  khud tu papa ko gaaliyan de rha he or sath parwarish ki baaten chod rha he,0,Abusive/Offensive
 bhai tujh rok bhi kon raha hy ja zra jaldi ja na,1,Normal
    ye to bohot shocking tha...hmey to andazaa hi nai tha k tmhara damaad captain ho ga....vesey is baar phir koi opposing captain to nai ho ga na bcz vo to sirf tmharey damaad k dushman ki captaincy ko kharab krney k liye tha #asimriaz,1,Normal
 ap nay ye tou share kardiya lakin wo news share nahi ke jis may aik beti nay apnay baap ko qatal kiya ku kay wo uskay yaar say milnay nahi dyta tha ye hai asar mera jism mere marzi ka.. or han ap apni behn bv or beti ko zaroor ourat march may bhjen,0,Abusive/Offensive
"our pti per mukamal pabande lagayi jaye foj ko kashmir bhija jaye propagandist anchors or tweeter accounts ko ban kar ky unky holders ko d-chowk my latkaya jaya perni chod, bhen chor, nashai podre u-turn jali selected niazi or selector ko sari aam sangsar kia jaye",0,Abusive/Offensive
oh bhai yahodi egandy ko parmoot mat kro,1,Normal
itna koi baighairat hai abhi tak tweet delete nahi kiya.... ,0,Abusive/Offensive
 meiny to koi dhamki nhi di bs possibility btai thi k aisa ho sakta tha….but hua to nhi na....😂,1,Normal
koi pagal kahy koi jahil koi yahodi agent... but we stand with kptn till the end. inshaallah💓👌,2,Religious Hate
khaaamoshiyaaan teri sunun aur dooor kahin na jaaaun meeen,1,Normal
rt : fuddu log bhenchod,0,Abusive/Offensive
sab log is bhenchod ka account to report karo. easily report ho jaye ga for fake name or something.,4,Profane/Untargeted
"i don’t think i have focussed on any other countries either over the past 3 weeks. and yes it’s mass murder on syrian kurds and yezidi, ahmadiya and minorities in pakistan and yemeni’s, your tweets on that?",1,Normal
 ohhh molvi sab ap great ho👌😉,1,Normal
itna kyo bevajah bhaunk raha hai? aaj it cell se dog biscuit nahi mila? ki jinhe tune tag kiya hai wo tujhe arrest defamation k liye uthane aa rahe hai?,0,Abusive/Offensive
mere se randi rona ni hota na 🙂,4,Profane/Untargeted
bharwe ganjy k dalal,0,Abusive/Offensive
"a wise man once said: ""ik din tu na milega, tera naam phir bhi rahega"" 😭😭😭😭",1,Normal
kia howa hai aap ko allah bless and protect you  aameen,1,Normal
 ek tou m bhang piyun aur wo b bwp ja k 🙄🙄,1,Normal
 aurat means 4 diwari.. if you don't cover yourself. you are not a women...😒.. jab koi bat nature k against jati ha tabahi oska muqadar banti ha.. for god sake.. respect yourself,1,Normal
tou phir baji dedo usko apnii kisii nachnay wali aurat k bachy😠 difference b dekh k psl ka season 5 h lakin ipl psl sy pehlay ka start h jb psl ko itny saal hojaye gy tb compare krlena,0,Abusive/Offensive
fazlu rehman and mahmood khan are still on the container.... and we get angry when they call us 'akhrot'😁,1,Normal
 stop it na jaiz bacha jo apny father ki shadi ke 3 months bad paida hua,0,Abusive/Offensive
lado bhenchod aapas me,4,Profane/Untargeted
ha ma yahe kam karta ho bs 3 din rah gay,1,Normal
teri maa chod dungo noorul beta,0,Abusive/Offensive
acha ab aesi shakal mat bnao.. 😂,1,Normal
bhenchod itna drama 😐,4,Profane/Untargeted
awais bhai please aaj promote kr dijye ga. main 100% followbacke deta hon.,1,Normal
 as a singer ap muje bohat psand the per ik ki mukhlfat me ap andhey ho ker jo ap keh rahe ap dil se utar gye jawad bhai ,1,Normal
"aur saaray ahmaq pakistan say...,2015-11-13 16:49:08",0,Abusive/Offensive
 🤣jany dou ye bas follow back k chakar mein aty jaty rehty hein,1,Normal
"people threaten him with stoning, call him apostate, accuse him of blasphemy, label him yahoodi agent, incite violence against him, abuse his dead mother ex-wife but our media, twitter woke just smile indulgently and when he says something sb foran politically correct bn jaty hain",1,Normal
jab se ye bacha lahore ki zindagi mein aya hai lahore 2 match jeet gayi hai.,1,Normal
 ji bilkul ...tery jism k pass aa k ham ny behosh hona h,0,Abusive/Offensive
rt : main kaun kesi shahzade ke dil se khelon main tu khud ek shahzade ki behen ho 🙊🙂😌,1,Normal
as a nation ham sick minded people ho  chukay hamari priorities main leak videos ko phailana dekhna logon pay nazar rakhna joothi umeedain or doosron pay yahoodi honay k fatway or gaddar kehna,1,Normal
"all 3 major islamic parties will soon merge to create an islamic revolution on same lines as iran to overthrow  over his callous actions. if their activists are arrested or stopped, it will only make situation worse. i told ahmaq khan to reconcile with ",0,Abusive/Offensive
 ab pure pakistan ki avam telenor ke director ke liye fund ekattha karen jo inhone logon ke bakaya jaat wapas karne hain 1-79511047261,1,Normal
main kaun kesi shahzade ke dil se khelon main tu khud ek shahzade ki behen ho 🙊🙂😌,1,Normal
thk kia mafi mang kar dekh liya na ma kia cheese hn fahad bhai ki craziest fan in k khelaf koi bat nhi sunti ok😏😏😏,1,Normal
ye mard nai hijra lag raha vishal mera ko😂😂,3,Sexism
  ayeee...mera dimaag maths ka kharab kar dia 😂sholyyy daac saab,1,Normal
 jb main mota tha  mery sath bhi aisy hota,1,Normal
 sahi boli hai sana bandi mast hai ye #fightabacksana,1,Normal
 wo pehly chati thi,1,Normal
sara hi kanjran da tabbar lagda mia ne tuhadi bhen nu land dita he madar chod ki aulado youthio bharwo pti k dallo lanat ho tum per,0,Abusive/Offensive
meri hi koi dur ki bhen hogi jo phone chod k ghumne nikal gayi. hahaha 😅,1,Normal
"poblem with the 'randi bhadwi' joke format is that one can only be either of the two as the two jobs are on the same spectrum but mutually exclusive. sex workers do not possess autonomy over their own bodies, unfortunately. if only they weren't pimped, trafficking would decrease.",1,Normal
"tumko tu yh b maloom nhi dharny ka asl maqsad kiya tha? bhala fazal rehman k hoty huwe koi yahodi agent kesy ho skta,?",2,Religious Hate
 chalo phr kya tension tmko mere tu followers kaam hu rhy 😥,1,Normal
aj kal aise log hi sir hain jinko apna nahi pata,1,Normal
😂😂😂😂bhenchod kuch neta to pani se electricity alag karke pani ko kamjor btate hai 😂😂,4,Profane/Untargeted
"hogai izzat? mera jism meri marzi jc ghaleez or ghatiya terminologies hamare muslim muashrey me dene ki koshish me aapki so-called,vahiyat or ikhlaq se giri support ko khud ne hi reject kardiya.  apne yahoodi gods ko khush krne k liey kuch or karien",2,Religious Hate
 filhal to koi nahi,1,Normal
bhenchod pyar dil se hi q hota hai liver se q nahi ho sakta.,4,Profane/Untargeted
wah g.....bht bra maarka mara hai aap ney to...🧐🙌😎,1,Normal
haath se toote.. moong phalli akhrot bolte yahan.,1,Normal
pagal yahodi daboo imran chore zakat khore,2,Religious Hate
sorry agr apko bura lagy but ye hi tu ajkal ki reality ha agr esa nhi tu batye .divorce ki percentage jo ladies ki traf se file ki jarhi ha almost 95%,1,Normal
rundi ronay nahin khatam hongay inkay...,0,Abusive/Offensive
oh my god we don’t. nobody misses her. bandr vargi ik dm juthi jayi!,0,Abusive/Offensive
 opps then mere leye hai 😂,1,Normal
"    ohh bhai centi q ho rhy ho? ap ko kis ny namak haram bol dia? rather ap ny pehly ye lafz use kia.. genuine issues py hi bat ho rhi thi mgr kafi lambi nikl gai bat. 71 k issue""idhr hum udhar tum"" ko hi to addrs krna chah rhy hain.",1,Normal
yaar mujhe koi goli maarde bhenchod,4,Profane/Untargeted
"i laughed. ""what the fuck are you laughing😂 at?!"" at 😂🤣you, maadher chod, teri ma ki choot. ""oh, where did you learn this language from 😱, pakistan 🇵🇰?"" it's okay, if you don't understand it. i'm not going to teach it to you.👩‍🏫 ""your house is going to blow up."" 🏡💣💥",0,Abusive/Offensive
rundi ka bacha teri maaa ki kus kanjri ka beta tahir,0,Abusive/Offensive
a false accuser can at best falsely accuse everyone she knows f imaginary crimes. hunter bol rahi hai apne aap ko to chaud mein likh na. ye peeche se kya dick dick bhaunk rahi hai. aaja gurgaon court mein documents dikhati hun teri bakwaas disprove karne ke liye evidence ke saath,0,Abusive/Offensive
"randi gul patakhi,,,,hareem shah se umeed rakh",3,Sexism
aj to tu rat bhar soyega nhi  aisi maa chodi h tere maine 😂😂😂 or teri bahen ko mere bhai na chod dala 😂😂😂😂 ab raat bhar tu pglayga yhi soch soch k.  aj kaha fas gya mai.  bhai suicide mat krlena 😂😂😂 bahen ko mere pas bhej dena,0,Abusive/Offensive
mahira to asim : tu chai me mooh doobo ya uupar fenk.. jo marji krr🤣🤣🤣🤣🤣🤣  #biggboss #mahira,1,Normal
" kuchh bhi kar le, toti bhi out of market ho gya ha",1,Normal
kuch bhi bol do na.... aukad hai toh doctor banke dikha behen ke kate hue lode muh me tatti daal apni randi maa ki madarjaat.,0,Abusive/Offensive
wo bc kanjar haijra hy,3,Sexism
jb koi lrka kahy ga** mjhy khny dain😂😂,1,Normal
kuttiya saali🐕🐕🐕🐕,0,Abusive/Offensive
ap eidi ni ..dua krna wo bhtt hy mere leay.. baki allah ny bhtreen he kuch krna .. wo janta hy kesi bandi apko deni hy jo apk sath chal sky 🌸 allah fit he kry ga in sha allah behan ki duaien ap k leay bhtt sari,1,Normal
 mai cute nahi hu kya 😢,1,Normal
beta 24 ghnty me se 23 reh gay hen ... bnao wrna acc urwa den gy😌,1,Normal
raatein dengi bata neendo mein teri hi baat hai bhoolun kaisay tujhe tu toh khayalo mein sath hai💞,1,Normal
 hahaa hi dear gorgeous sath main,1,Normal
  mistake hoga bhai aise nahi hota,1,Normal
waiter: sir ye raha bill me: ye lo paise waiter: sir tip? me: bhai kabhi ladki ke chakkar mein mat padiyo.,1,Normal
" tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",4,Profane/Untargeted
sorry yar muaf karna mujhay nai pta tha k wo bayghart rishtay may tera najaiz abba legta ha wesay tu khud apny abbay ka dushman ha q k asli abba tera koi patwari he ha baki imran yahodi bayghart kashmir frosh say to teri ami jan nay taste change kia ha imrani tati,2,Religious Hate
🤣🤣🤣👍🏻.  ye he hal hy ... aak din media ny rona hy k mithiye nahin mil rahi ... ye riyasat madina hy ?   imran ke wajha se mithiye nahin bani 🤣🤣🤣🤔🤪 ,1,Normal
ye teri maa ke yaar ka naam ni lkha huwa no 3...gandi nasal ka hathi..,0,Abusive/Offensive
stop with the dms bhenchod one at a time,0,Abusive/Offensive
rt : criminal salman jail jao bhago bhenchod,0,Abusive/Offensive
sakoon sy sonay b ni deta ye farooqa .. khwabon me b drata hai...,1,Normal
 thk hen. sab,1,Normal
"kahe pichware se akhrot todne ki kosis kar rahe ho chacha ..gaan chhil jayega,",1,Normal
"jo loot rahy hn aur kar kuch nahi rahy onko bolo, aik extension k liye poray nizam ke maan behn karny walon ko ghaliyan do, yehi tu wo laanat ha jis ny is system ko barbad kar dia ha, jub waqat pora ho ghia ha tu jao maro kam karo, aik pm 2 sal poray nahi kartabti katny a jaty hn",4,Profane/Untargeted
don’t know that ahmadiya are not muslims according to 99% of muslim scholars 🤫,1,Normal
oy hoy #kanoon to apni jaib ki randdi nikli  mr  .....😡😡🌜😡🌜,4,Profane/Untargeted
bhenchod gandu tujhme sharam h ki ni. madarchod randi ki aulad h...koi sunta bhi h teri kutte...,0,Abusive/Offensive
 husan ki tab tu le aye ab teri ankhe na mar dale ab,1,Normal
bhag bsdk ke charsi,0,Abusive/Offensive
ab mere sath betho me apke munh pr duct tape lga kr bithaon ga😀,1,Normal
me khud baloch hun or lanat bhejti hon tmhari akhrot jesi shakal pe lanti😂😂  balochistan bnana hai tu india me ja k banao hmare balochistan me gandagi mat phelao🙏,0,Abusive/Offensive
sirf namazon se kuch nhn hona. jo doosron ko qadiyani aur yahoodi kehta hai uski namazen kisi kaam nhn ati hain.,1,Normal
madarzat porkistani rundi aur bhadwe ki aulad apnee badkaum aur rundio ke mulq porkistan kee halat dekh. behen betio aur mao ko arbio aur cheenio se chudwane wali bhikhari kaum. rundi ki aulad bheekh aur bhadwagiri par palne wali madarzat kaum ka naam hai porkistan.,0,Abusive/Offensive
 meray crush ka toh naam bhi nhi pata mujhy..☹️,1,Normal
sharam tum ko magar nahi aate kyo nahi ye aurat march to hai he ap logo ka geo walo ka kyo k israil se jo paise milte hai agar ap k baite ya wife nahi jai ge to ap to apne aaqao k samne sharminda hoge aur apne baite ko ye poster zaroor daina mere jism mere marzi hamid mir sahab,2,Religious Hate
 haan chalo koi nhi inshallah we ll meet somewhere some day,1,Normal
itni restrictions mujh pe mere parents ne nhi lagayi jitni twitter laga chuka hai. wtf,1,Normal
nice akhrot,1,Normal
"you can threaten him with stoning, call him apostate, accuse him of blasphemy, label him yahoodi agent, incite violence against him, abuse his dead mother - our media smiles indulgently.   imran mimics bilawal. our media: haye haye vey main luti gye, haye haye vey main maari gyi.",1,Normal
hahahaha.... abey saalay😂😂😂😂🙊🙊🙊,0,Abusive/Offensive
   kiun rastey my tum thi kia???,1,Normal
rt : khuda maut de tjhe bharwe! lash bhi na milay teri chotiay,2,Religious Hate
koi excitement ni a bday ki. i don’t wana grow old.,1,Normal
"bhag madarchod saale chhinaal ki aulaad,  saale randi ke chode,  bhenchod, madarchod,  lawde ke baal",0,Abusive/Offensive
bhenchod bikao saray k saray,0,Abusive/Offensive
"bad tehzeeb beghairat insaan kabho quran parha ho to tujhe pata chalay k kia jaiz hai aur kia nahi!   ahle kitab se shadi jaiz hai jis me christians aur yahoodi b ate hain! kaafir mushrik se shadi mana hai!   kuch pata b hai tujhe?? bakwaasnkrwa lo bas wadda philospher rehnda ni,2009-12-05 12:13:17,lahore",0,Abusive/Offensive
 yes yes yes yes yes yes ab ap jo itna pyar sa bol rahi ho to na to bol nahi sakta,1,Normal
yehi to baat hai. wo haq pe khara rha tum munafiq mufadaat kelie bik gaye beghairt. wo kal bhi tumhari band baja rha tha aaj bhi baja rha hai aur in shaa allah agle 10 15 saal tak bajayega.,2,Religious Hate
bhenchod shahrah-e-faisal ke aagay bhi ek poora sheher hai,4,Profane/Untargeted
rt : bhenchodo cricket ki tweets mat kro,4,Profane/Untargeted
 yr ye har larki ka yehi q masla hota wardrobe kholo tou tm logun k kapry gir rhy hoty🙄,1,Normal
  haan reh gaya hai tum jaise gaddaro ko pakistan bhejnaa...allah se dua karte hai jald hi hoga..,2,Religious Hate
 tumhe kya prblm hai ye btao,1,Normal
 o wow yh to main ny socha e ni😂,1,Normal
bhue khareed kha lo naa bhenchod ajeeb loru awam.,4,Profane/Untargeted
  mry koi doubt ho raha 😑😂😂,1,Normal
its equally painful when he is labelled gustakh e rasool/yahoodi agent/kashmir ko bechnay wala and what not for 2 continous weeks yet didnt saw u r single tweet where u felt such embarassment,1,Normal
tu bhi randi hai ...yeh poll to kra,3,Sexism
 ap boht acha kam kr rhi ho mashaallah lekin plz koshish karain social media pe kuch arsa time na den jb tk ap umra pe ho,1,Normal
rt : chal dil mere chorh yh phere  yh dunya jhooti log hain bharwe:),4,Profane/Untargeted
randi gandi imran ki bandi,3,Sexism
"twisted minds keh kon raha hy, hijra 🤣🤣",3,Sexism
randiyon ko discuss kia jata hai,1,Normal
 abhi tk to kuch ni sikhaya agy b irady ni in k bs lgta degree dy k nikal dain gy😂,1,Normal
 axha hai qrona virus say bach a chahy 😂😂,1,Normal
rt : hum pehly se zyada harami ho gaye😁😂,4,Profane/Untargeted
to tu bana le na chutiye yahan pe kyun bhaunk raha hai ..,0,Abusive/Offensive
akhroat 🧠🧠brain 😜🤪😜,1,Normal
shukr ha walid ni bol diya. ,1,Normal
 hahaha ni bs dhant prry gi wo to kha loon gi 😂,1,Normal
"bro hum bharat me rehte hain. shia sunni ahmadiya pashtun hamare army me bhi hain.  dekh yaar mai phir bol raha hoon. army pe nahi, army control karne wale pe nazar rakhna hai. army buri nahi ho sakti, lekin leaders ho sakte hain.",1,Normal
 accha chalo sahi hai nahi karen ge,1,Normal
" mam jism allah ka us nay banaya khubsoorti say wo khud quran may kehta ha yeah ebadat k leaye ha but yeah women kehte ha k apna khana khud garam karo, or tumhra khana garam kar dia ab buster khud garam karo #werejectmerajismmerimrzi",1,Normal
bright sab right kar de ga.,1,Normal
 jao mere se bat na kro 🥺😏,1,Normal
   mam  1.5 yeras ma nab ko tu koi saboot nh mila paragon society k related qaiser amin butt ko bhe wada maaf gawah bna k dekh lea jo bd ma munharif ho gea agr apky pass kch ha tu ap ja k sabit kr den courts ma,1,Normal
  meny fix krwai thi ab ye bhagny wala ha ghr se bhai is py nazar rakhein mera farz tha inform krna meny kr dia,1,Normal
  koi bt ni 😂😂😂,1,Normal
  burger bruh😂,1,Normal
insha allah defeat modi ki qismat main ha,1,Normal
 mra acc 4month suspend rha hy na thats why😂,1,Normal
akhrot todne ki safalta purvak koshish 😂😂😂😂,1,Normal
bhenchod is time mood ki maa chod deta hai ye banda,4,Profane/Untargeted
  astakfirulllah 😲😲😳😳😳  ye kab kasy kaha kyu or kis ny keya 🤦🤦🤦🤦😂😂😂😂😂😂  lahoollllllllllllllllllll walaaaaa quwataaaaa 😭😭😭😭🤦🤦🤦🤦😂😂😂😂,1,Normal
shahrukh ko wapis peshawar bhej dain. charsi tikkha se upgrade ker ke wapis ker dain ge.,1,Normal
and your mum doesn't even know who's your real father.. pta kitno se halala krwaya hoga,2,Religious Hate
  madam aap single hona madam isiliye 😂😂😂,1,Normal
muuh mein dant nai or gand se akhrot todne ki bat krta h sala fawad.,0,Abusive/Offensive
rt :   eh behan twitter se bahr nikl k dekh boht vdi duniya hai,1,Normal
mujy b lay jata harami😢,2,Religious Hate
who you calling gawar asshole...zyaada hi bhaunk rha tu hai...kutte wali baat dil pe lag gyi...chal koi nhi..dil pe mat le...muh mein lele mera...tu apne pe mat aana...tere jaiso ki aukaat pata hai mujhe...aur tere jaiso ki roz gaand marta hun idhar...bachhe ho bacche hi rho.,0,Abusive/Offensive
mene b yehi.  bolna tha may tumhary baap kaa nokar nahi hu,1,Normal
   bhonk mat nikal yahan se,0,Abusive/Offensive
yes wo fahad bhai ki soch or sahi kha ha,1,Normal
esi ly main tanhai pasand hon aur ap ,1,Normal
hum yahan chaar saal se ghiss rahe hain abhi tak 3k nahi hue or yeh bhenchod eik saal mai 11k followers lekar bethay hue hain bkl,4,Profane/Untargeted
klasra ko madeena ki ryast sa bohat jalan hoti ha ya bra liberl bantaa iss ko europ wala pakistan chaiya jider baiti baap k samna gaand daiti ha,0,Abusive/Offensive
 punjab bhara pada hai one side luv say. 😉,1,Normal
vasay tha tu gatya admi sabit be kar dyea kay yahoodi agent ha kamena,2,Religious Hate
 har ek apne jamane main ek ek aisi sabji mandi main jata/jati hin hai😀😀,1,Normal
"rt :  are jo baag mein betthe hai unko samjho, tum ko samj mein aa gaya to kya laddu bante 😊😊😁😁",1,Normal
" ""mc"" hn sary bas khan per bhokny ky paisy mil rhy sab ko",0,Abusive/Offensive
lo.. aa gya kutta auqat py.. behnoi hu mai tera.. bsdk ja k behn se puch.. tujhe sharafat se bol rha tujhe samjh nahi lag rhi.. maa behan aik karwany aya ha yha? nikal laude.. mc bc.. bsdk,0,Abusive/Offensive
bhai wo sala hijra salman ka fans tum sub addins ko bhadkanaa kaa kaam krte hai lekin chatata khans ki hai  namard salman khan,3,Sexism
   ye apka khayal hai bushra peerni ke tasaveer hain ye bhi google per theen ,1,Normal
   phir agli dafa treef kon krey ga,1,Normal
 jzak allah wese yar wo just aik joke tha.,1,Normal
wtf bhenchod. pregnalt hogye?,4,Profane/Untargeted
mai bhi changga  mere follower b changge post seen karke like na  karne wale bhenchod,4,Profane/Untargeted
"ishko seedha jannat bhejo, allah ka order hai. bahanchod",0,Abusive/Offensive
rt : ye joker log khan nahin munafik hai,2,Religious Hate
 nai jo dil khud tooty hon unhain pta hota h kitna drd hota h tootny ka wo oron ka ni tora krty,1,Normal
twitter pe ab ho gi sweets ki barish,1,Normal
 clever hona b zroori h aj kal k doar mein  loyality abhi ap ny daikhi ni,1,Normal
yeh january nahi ho gaya koi indian drama ho gaya khatam hony ka naam hee nahi ly raha...😕 #january  #2020,1,Normal
 allah se duwa karo bass,1,Normal
i agreed but yar jesy he ik ny mun kholna ha fatway he fatway hongy yahodi agent or europe ka nizam riyasat e madina k name py ka aik bhut bara issue ban jaye ga.,2,Religious Hate
insha allah.... humari sari duaein aap k sath han... allah aap sub ku kamyaab karay or iss yahoodi hakumat say chuthkara milay ameen... love you shah sb. ❤❤,2,Religious Hate
abay saalay ka hi to bollywood ki stories se nikal aaya kr bc...,0,Abusive/Offensive
 ye tu sch h 😉,1,Normal
kya haal hain maya jaalon ki rundi....? 🖕🖕🖕🖕🖕🖕,3,Sexism
"yeah aftab hijra ka aulad hai,  yah madrasa chhap security guard ka naukari karta hai aur yahan per barabar lecture jata hai jaldi 😂",3,Sexism
" tere jaise kutte bhonkte hi rehte hai yhi tumhara kam hai bhonkte hi rhu, wig sambhal le aur sid ki dp se apne baap takle ko support mat kr bhonk kar 🤣🤣😂😂",0,Abusive/Offensive
ek din thk hota hai fr connection ko mout pr jati h ihy ptcl😒😒😒,1,Normal
arey bhaisahab ye log bade aadmi hain ye log hum jaiso ko chutiya samjhte hain... koi value nhi sirf vote lene ke liye public ki baat karte hain baki time royal life jeete hain iski cover pic hi dekh lo dekho kaisi life chahiye isko.. modi banna hai.,4,Profane/Untargeted
 koi baat nahi aap agli game jeeto gi,1,Normal
ajaa mere pass tere hawash thanda kar do shali randi,3,Sexism
 kafi achi buttering thi 🌚🌚  still koe faida nae szaa k tor par no clr for u today 😤😏😝,1,Normal
both bolti ha yawwr☺️,1,Normal
halala ki paidaish ðÿ¤£ðÿ¤£ðÿ¤£,2,Religious Hate
 wo tu maine read kar liya ha mera jism meri marzi wala message lakin phir bhi asa karna nhi chahye tha kisi ko koi haq nhi banta k koi kisi ko mary jo jasy han bss wasy rahy her insan apna hisab khud de ga allah ko bhi,1,Normal
tera baap b nazriyati tha tbi tere jaisa hijra paida kar diya bc,3,Sexism
teri maa abhi bhi meray baap k choos ri hai tattay esko ghar waps bula,0,Abusive/Offensive
aap he bata do kitne mullo me halala kiya tha tumara,3,Sexism
gashti pakistan ao na ap log ajent ho india k,3,Sexism
hahahahah mr. chips parhi ha humne😀,1,Normal
 mashaallah... bhai duaaon mein yad rkhna... zindgi ka ehm faisla hony ja rha 🙏,1,Normal
"don't argue with beautiful people   they would be like ""shakal dekhi hai apni ""  and you wouldn't able to reply ""tere se tw achi hai """,1,Normal
 yeh to cheating ho gi na mene itni duae mangi thi harr jy,1,Normal
"( only for bajwa ) kya tujhko moot aa rahi thi ? jo kuch pakistan mey hone wala hey, tera baap bhe nahi rook sakta, bajwa is no.1 g _ _ _ u army chief of the world, january is very important month, because saturn and pluto are conjuncting after 33 years, kuch samjha ?",0,Abusive/Offensive
"sir facilitaiters ko pakrain , blast ka hona mean network abhi nai tota, khanzeer majud hain hamari saffon mein. munafiqon py lannat bayshumarrrrrr",4,Profane/Untargeted
 ary god father isi liye to suggest kiya tha maine pagal😂😂😉😉,0,Abusive/Offensive
yar dusri id sy tag mat keya karo main ye id use karti hu 🤦  say no to  ✖️ say yes to  ✔️  🌚🌚😂😂,1,Normal
nhi tum beghairat fauj ki rakhail ho. dafa ho.,3,Sexism
bhai kaha ho yar janoob ki pehchan kese krwa rhe ho ap esa lg rha hai k   sirf psl k time uthe gi 23 din reh gaye psl me or abhi tk koi pta ni k captain kon hoga. sponsor konse honge plzz bhai apni media teams ko active kren koi photoshoot hona chahiye,1,Normal
"whatever you give them, they will never be happy and ask for more and more. ye victimhood and entitlement ka ""rundi rona"" kabhi khatm hone wala nahi. #jnuvoilence",0,Abusive/Offensive
"bhonsdike...tu bhaunk raha tha raat me. great! srk se mohabbat koi fatwa nai ki kaafiron ko maar do. samjhe mulle. tu decide nai karta kaun banega srk fan. tu khud ek faltu fan hai. behenchod,teri gaand me danda.",0,Abusive/Offensive
 sir with due respect during the government of mr.m.nawaz sharif shb your foriegn policy was totally zero...agr ap dubara aen tu plz us per bhi tawaja!!!,1,Normal
 mat suno apnae kaano pr rehm khaoo larki🙊,1,Normal
"frustrate ho chuke hain, inko lagta hai pakistan superpower hai aur twitter pe bhaunk ke kashmir mil jata hai 😂",0,Abusive/Offensive
is bhen l ka namr kya hai ...is ki maa ki ankh,0,Abusive/Offensive
rundi ka bacha chor,0,Abusive/Offensive
yai konsa gaon ha😂,1,Normal
saara din alarm bajta rahay aur uthti bhenchod tab hai jab mera alarm bajta hai ugh i told her off and she was like sorrryyy  but i dont think she gets it gets it,4,Profane/Untargeted
 aapka peaceful protest mere gharwalo ko office jaane m dikkat deta. mere gharwalo k right right nhi..,1,Normal
ham murgaa bnata ha bnta nai ha btw chachu police wala ha hamra😂✌,1,Normal
acha to hai #pslanthem2020 pakistani awam bhi na kabhi khush nhi ho skti.....😜,1,Normal
"excellent historical perspective. however, the rot set earlier when a land owner decided to sell the poor an unachievable hope as well as placating mullahs with anti ahmaddiya movement. not to mention selling out on east pak. bhutto was a confused politician with flawed optics.",1,Normal
par ye wali behan sachi wali baat keh rai ... in sha allah fit wali bhabi mil jani mjy 😇🌸,1,Normal
 nahi hai din aap ka aaj maan lein aur so jayen,1,Normal
